#Data tag : 19v3 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
327219:7472,11/25/18 00:06:52,48,48,0.000000001,0.000000001
327237:7473,11/25/18 10:39:30,25,25,0,0
327264:7474,11/26/18 01:01:36,31,31,0,0
327327:7477,11/26/18 22:16:58,28,28,0,0
327375:7478,11/27/18 17:49:45,100,80,0,0
327377:7478,11/27/18 18:28:30,76,65,0,0
327378:7478,11/27/18 18:57:49,54,54,0,0
327400:7480,11/27/18 22:58:36,31,31,0,0
327424:7481,11/28/18 09:54:37,17,17,0,0
327455:7482,11/28/18 22:08:17,6,6,0,0
327462:7483,11/29/18 01:28:40,14,14,0,0
327488:7485,11/29/18 20:22:02,20,20,0,0
327495:7486,11/30/18 08:34:28,13,13,0,0
327516:7487,11/30/18 18:59:15,16,16,0,0
327524:7488,12/01/18 06:37:30,10,10,0,0
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#646,2118,352458,329591,52.619696312,47.392158400
